Year;Month;City;URL event;Level 2 site;Visitors;Visits;Bounces;Page views;Time spent;Bounce rate
2022;"November";"Sprang-capelle";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Sprimont";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;57361;0
2022;"November";"Sprundel";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Stadskanaal";"https://omroepzwart.nl/";"omroepzwart";5;5;4;6;291248;0.8
2022;"November";"Stadtlohn";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Staphorst";"https://omroepzwart.nl/";"omroepzwart";4;4;4;4;0;1
2022;"November";"Steenwijk";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Stellendam";"https://omroepzwart.nl/";"omroepzwart";2;2;0;4;244336;0
2022;"November";"Sterksel";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;29166;0
2022;"November";"Stiens";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Stolwijk";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;15797;0.5
2022;"November";"Stompetoren";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;138088;0
2022;"November";"Stoutenburg";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Strijen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;8;90531;0.5
2022;"November";"Strullendorf";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;189023;0.5
2022;"November";"Subbiano";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Surhuisterveen";"https://omroepzwart.nl/";"omroepzwart";2;4;3;9;45176;0.75
2022;"November";"Susteren";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Swifterbant";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Szczecin";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Tanki leendert";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;6208;0
2022;"November";"Tata";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Tegelen";"https://omroepzwart.nl/";"omroepzwart";3;4;2;10;162579;0.5
2022;"November";"Tel aviv";"https://omroepzwart.nl/";"omroepzwart";1;5;1;22;1541722;0.2
2022;"November";"Ten boer";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Ter aar";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Ter apel";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;84600;0.5
2022;"November";"Ter apelkanaal";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Terborg";"https://omroepzwart.nl/";"omroepzwart";3;3;1;8;179888;0.333333
2022;"November";"Terneuzen";"https://omroepzwart.nl/";"omroepzwart";6;7;5;11;143528;0.714286
2022;"November";"Teteringen";"https://omroepzwart.nl/";"omroepzwart";6;7;4;14;135256;0.571429
2022;"November";"The hague";"https://omroepzwart.nl/";"omroepzwart";333;376;217;892;39547556;0.577128
2022;"November";"Tholen";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Tiel";"https://omroepzwart.nl/";"omroepzwart";9;9;8;10;4365;0.888889
2022;"November";"Tielt";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Tienen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Tilburg";"https://omroepzwart.nl/";"omroepzwart";80;86;52;191;5692777;0.604651
2022;"November";"Tolbert";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;89978;0
2022;"November";"Toronto";"https://omroepzwart.nl/";"omroepzwart";2;2;1;11;71469;0.5
2022;"November";"Torquay";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;29439;0
2022;"November";"Torre faro";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;747552;0
2022;"November";"Torremolinos";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Torrevieja";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;37385;0
2022;"November";"Toulouse";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Tseung kwan o";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;31049;0
2022;"November";"Tuitjenhorn";"https://omroepzwart.nl/";"omroepzwart";6;7;6;11;432821;0.857143
2022;"November";"Turgi";"https://omroepzwart.nl/";"omroepzwart";1;2;2;2;0;1
2022;"November";"Turnhout";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;16205;0
2022;"November";"Turre";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Tweede exloermond";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Twello";"https://omroepzwart.nl/";"omroepzwart";3;3;2;6;51049;0.666667
2022;"November";"Uccle";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Uddel";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;44241;0.5
2022;"November";"Uden";"https://omroepzwart.nl/";"omroepzwart";13;14;8;62;1853719;0.571429
2022;"November";"Udenhout";"https://omroepzwart.nl/";"omroepzwart";5;5;4;6;21527;0.8
2022;"November";"Ugchelen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Uitgeest";"https://omroepzwart.nl/";"omroepzwart";3;5;3;8;464154;0.6
2022;"November";"Uithoorn";"https://omroepzwart.nl/";"omroepzwart";5;6;2;15;719412;0.333333
2022;"November";"Uithuizen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Ulft";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;31816;0.5
2022;"November";"Ullerslev";"https://omroepzwart.nl/";"omroepzwart";2;2;1;4;11485;0.5
2022;"November";"Ulvenhout";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Urk";"https://omroepzwart.nl/";"omroepzwart";4;4;2;15;249333;0.5
2022;"November";"Urmond";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Ursem";"https://omroepzwart.nl/";"omroepzwart";3;3;2;5;116789;0.666667
2022;"November";"Utrecht";"https://omroepzwart.nl/";"omroepzwart";320;384;192;862;32544518;0.5
2022;"November";"Vaassen";"https://omroepzwart.nl/";"omroepzwart";3;3;1;8;69371;0.333333
2022;"November";"Vagney";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;42941;0
2022;"November";"Valencia";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Valkenburg";"https://omroepzwart.nl/";"omroepzwart";1;2;1;9;387955;0.5
2022;"November";"Valkenswaard";"https://omroepzwart.nl/";"omroepzwart";3;3;1;12;294289;0.333333
2022;"November";"Varsseveld";"https://omroepzwart.nl/";"omroepzwart";5;7;2;24;671356;0.285714
2022;"November";"Vasse";"https://omroepzwart.nl/";"omroepzwart";2;2;1;7;106068;0.5
2022;"November";"Veendam";"https://omroepzwart.nl/";"omroepzwart";5;5;4;13;223249;0.8
2022;"November";"Veenendaal";"https://omroepzwart.nl/";"omroepzwart";18;18;9;40;821044;0.5
2022;"November";"Veeningen";"https://omroepzwart.nl/";"omroepzwart";3;3;1;6;201063;0.333333
2022;"November";"Veghel";"https://omroepzwart.nl/";"omroepzwart";5;5;1;9;311449;0.2
2022;"November";"Velden";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Veldhoven";"https://omroepzwart.nl/";"omroepzwart";6;6;4;9;106719;0.666667
2022;"November";"Velp";"https://omroepzwart.nl/";"omroepzwart";7;7;5;9;13182;0.714286
2022;"November";"Velsen-noord";"https://omroepzwart.nl/";"omroepzwart";1;2;0;6;34905;0
2022;"November";"Velserbroek";"https://omroepzwart.nl/";"omroepzwart";7;7;2;20;301113;0.285714
2022;"November";"Venlo";"https://omroepzwart.nl/";"omroepzwart";13;13;8;38;2271315;0.615385
2022;"November";"Venray";"https://omroepzwart.nl/";"omroepzwart";7;7;3;14;143482;0.428571
2022;"November";"Verviers";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Vianen";"https://omroepzwart.nl/";"omroepzwart";6;6;4;8;30382;0.666667
2022;"November";"Vichte";"https://omroepzwart.nl/";"omroepzwart";1;1;0;8;251347;0
2022;"November";"Vienna";"https://omroepzwart.nl/";"omroepzwart";8;8;7;9;7673;0.875
2022;"November";"Vierakker";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Vijfhuizen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;15275;0.5
2022;"November";"Vilsteren";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Vinkeveen";"https://omroepzwart.nl/";"omroepzwart";4;4;1;10;354674;0.25
2022;"November";"Vlaardingen";"https://omroepzwart.nl/";"omroepzwart";41;45;21;227;20614292;0.466667
2022;"November";"Vleuten";"https://omroepzwart.nl/";"omroepzwart";15;17;8;45;706595;0.470588
2022;"November";"Vlieland";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;535809;0.5
2022;"November";"Vlijmen";"https://omroepzwart.nl/";"omroepzwart";8;8;4;21;1577544;0.5
2022;"November";"Vlissingen";"https://omroepzwart.nl/";"omroepzwart";13;16;7;29;295837;0.4375
2022;"November";"Vogelenzang";"https://omroepzwart.nl/";"omroepzwart";2;2;0;6;161275;0
2022;"November";"Vogelwaarde";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;25610;0
2022;"November";"Volendam";"https://omroepzwart.nl/";"omroepzwart";4;5;3;12;169305;0.6
2022;"November";"Vondelingenplaat rotterdam";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Voorburg";"https://omroepzwart.nl/";"omroepzwart";12;12;9;16;591774;0.75
2022;"November";"Voorhout";"https://omroepzwart.nl/";"omroepzwart";14;15;11;21;177547;0.733333
2022;"November";"Voorschoten";"https://omroepzwart.nl/";"omroepzwart";3;3;3;3;0;1
2022;"November";"Voorst";"https://omroepzwart.nl/";"omroepzwart";4;6;2;18;363945;0.333333
2022;"November";"Voorthuizen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;16865;0.5
2022;"November";"Vorden";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Vrasene";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Vriezenveen";"https://omroepzwart.nl/";"omroepzwart";3;3;2;7;65405;0.666667
2022;"November";"Vroomshoop";"https://omroepzwart.nl/";"omroepzwart";4;5;4;8;46458;0.8
2022;"November";"Vrouwenparochie";"https://omroepzwart.nl/";"omroepzwart";2;3;1;5;15934;0.333333
2022;"November";"Vught";"https://omroepzwart.nl/";"omroepzwart";7;7;4;16;171947;0.571429
2022;"November";"Waalre";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;29918;0.5
2022;"November";"Waalwijk";"https://omroepzwart.nl/";"omroepzwart";8;8;4;24;1543714;0.5
2022;"November";"Waddinxveen";"https://omroepzwart.nl/";"omroepzwart";4;4;4;4;0;1
2022;"November";"Wageningen";"https://omroepzwart.nl/";"omroepzwart";17;20;11;42;932228;0.55
2022;"November";"Wallisellen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Walnut";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;125983;0
2022;"November";"Wandsworth";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Wanssum";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;636764;0.5
2022;"November";"Waregem";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Warmond";"https://omroepzwart.nl/";"omroepzwart";4;4;2;7;43522;0.5
2022;"November";"Warnsveld";"https://omroepzwart.nl/";"omroepzwart";2;3;1;7;47721;0.333333
2022;"November";"Warsaw";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Warten";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Washington";"https://omroepzwart.nl/";"omroepzwart";3;3;2;10;146956;0.666667
2022;"November";"Waspik";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Wassenaar";"https://omroepzwart.nl/";"omroepzwart";10;12;5;26;2235067;0.416667
2022;"November";"Watergang";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;80887;0
2022;"November";"Wateringen";"https://omroepzwart.nl/";"omroepzwart";7;7;2;16;144535;0.285714
2022;"November";"Weert";"https://omroepzwart.nl/";"omroepzwart";8;10;4;32;1657486;0.4
2022;"November";"Weesp";"https://omroepzwart.nl/";"omroepzwart";11;13;8;24;609340;0.615385
2022;"November";"Welgelegen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;89887;0.5
2022;"November";"Welsum";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;34959;0.5
2022;"November";"Wergea";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;25687;0
2022;"November";"Werkendam";"https://omroepzwart.nl/";"omroepzwart";3;3;2;5;47700;0.666667
2022;"November";"Wernhout";"https://omroepzwart.nl/";"omroepzwart";1;1;0;6;80247;0
2022;"November";"Wervershoof";"https://omroepzwart.nl/";"omroepzwart";2;3;2;4;11330;0.666667
2022;"November";"Wessem";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"West-terschelling";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Westbroek";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Westdene";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Westerbork";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Westervoort";"https://omroepzwart.nl/";"omroepzwart";4;4;2;18;413118;0.5
2022;"November";"Westkapelle";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Westknollendam";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;36806;0
2022;"November";"Westmaas";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;14781;0
2022;"November";"Weston-super-mare";"https://omroepzwart.nl/";"omroepzwart";1;1;0;7;183382;0
2022;"November";"Wettringen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Wierden";"https://omroepzwart.nl/";"omroepzwart";3;3;2;4;15689;0.666667
2022;"November";"Wieringerwaard";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Wieringerwerf";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Wiesloch";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;82920;0
2022;"November";"Wijchen";"https://omroepzwart.nl/";"omroepzwart";4;5;5;5;0;1
2022;"November";"Wijhe";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;82135;0
2022;"November";"Wijk bij duurstede";"https://omroepzwart.nl/";"omroepzwart";9;11;6;27;883511;0.545455
2022;"November";"Willebroek";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;73253;0
2022;"November";"Willemstad";"https://omroepzwart.nl/";"omroepzwart";26;32;18;54;515634;0.5625
2022;"November";"Wilnis";"https://omroepzwart.nl/";"omroepzwart";2;2;1;7;72220;0.5
2022;"November";"Wilp";"https://omroepzwart.nl/";"omroepzwart";4;5;4;7;17635;0.8
2022;"November";"Wiltz";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Winschoten";"https://omroepzwart.nl/";"omroepzwart";4;4;3;5;22958;0.75
2022;"November";"Winsum";"https://omroepzwart.nl/";"omroepzwart";1;1;0;11;222798;0
2022;"November";"Wintelre";"https://omroepzwart.nl/";"omroepzwart";1;2;1;4;304076;0.5
2022;"November";"Winterswijk";"https://omroepzwart.nl/";"omroepzwart";9;11;6;29;803173;0.545455
2022;"November";"Winterswijk ratum";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Woerden";"https://omroepzwart.nl/";"omroepzwart";9;9;6;25;585190;0.666667
2022;"November";"Wognum";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Woldendorp";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Wolgast";"https://omroepzwart.nl/";"omroepzwart";1;1;0;7;151932;0
2022;"November";"Wolphaartsdijk";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;57748;0
2022;"November";"Wolvega";"https://omroepzwart.nl/";"omroepzwart";2;2;0;7;233839;0
2022;"November";"Workum";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Wormer";"https://omroepzwart.nl/";"omroepzwart";3;3;2;4;23517;0.666667
2022;"November";"Wormerveer";"https://omroepzwart.nl/";"omroepzwart";8;8;4;23;514839;0.5
2022;"November";"Woudenberg";"https://omroepzwart.nl/";"omroepzwart";6;6;3;14;1086643;0.5
2022;"November";"Woudrichem";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Woudsend";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Yerseke";"https://omroepzwart.nl/";"omroepzwart";2;2;0;4;50315;0
2022;"November";"Ysselsteyn";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;17959;0
2022;"November";"Yuen long";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Zaandam";"https://omroepzwart.nl/";"omroepzwart";38;42;22;99;4735299;0.52381
2022;"November";"Zaandijk";"https://omroepzwart.nl/";"omroepzwart";3;3;2;7;103358;0.666667
2022;"November";"Zaltbommel";"https://omroepzwart.nl/";"omroepzwart";2;3;2;4;23428;0.666667
2022;"November";"Zandvoort";"https://omroepzwart.nl/";"omroepzwart";8;8;1;18;850000;0.125
2022;"November";"Zeeland";"https://omroepzwart.nl/";"omroepzwart";4;5;5;5;0;1
2022;"November";"Zeewolde";"https://omroepzwart.nl/";"omroepzwart";11;11;7;22;845288;0.636364
2022;"November";"Zeist";"https://omroepzwart.nl/";"omroepzwart";24;27;15;62;3592372;0.555556
2022;"November";"Zelhem";"https://omroepzwart.nl/";"omroepzwart";5;9;3;51;3118406;0.333333
2022;"November";"Zetten";"https://omroepzwart.nl/";"omroepzwart";3;3;2;4;19485;0.666667
2022;"November";"Zevenaar";"https://omroepzwart.nl/";"omroepzwart";4;4;3;8;43539;0.75
2022;"November";"Zevenbergen";"https://omroepzwart.nl/";"omroepzwart";5;5;4;6;20286;0.8
2022;"November";"Zevenhoven";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Zevenhuizen";"https://omroepzwart.nl/";"omroepzwart";3;5;5;5;0;1
2022;"November";"Zhengzhou";"https://omroepzwart.nl/";"omroepzwart";4;4;4;4;0;1
2022;"November";"Zieuwent";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Zijdewind";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;31640;0.5
2022;"November";"Zoelen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Zoetermeer";"https://omroepzwart.nl/";"omroepzwart";41;44;25;102;1741654;0.568182
2022;"November";"Zoeterwoude";"https://omroepzwart.nl/";"omroepzwart";6;7;4;13;526574;0.571429
2022;"November";"Zonhoven";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;31132;0.5
2022;"November";"Zoutelande";"https://omroepzwart.nl/";"omroepzwart";2;2;0;6;78123;0
2022;"November";"Zuid-beijerland";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Zuidbroek";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;54207;0
2022;"November";"Zuidhorn";"https://omroepzwart.nl/";"omroepzwart";5;5;2;15;308109;0.4
2022;"November";"Zuidland";"https://omroepzwart.nl/";"omroepzwart";3;4;2;6;45101;0.5
2022;"November";"Zuidlaren";"https://omroepzwart.nl/";"omroepzwart";2;3;2;6;35640;0.666667
2022;"November";"Zuidoostbeemster";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;29489;0.5
2022;"November";"Zuidvelde";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;20354;0
2022;"November";"Zuidwolde";"https://omroepzwart.nl/";"omroepzwart";2;4;3;7;51006;0.75
2022;"November";"Zundert";"https://omroepzwart.nl/";"omroepzwart";2;2;1;9;1815241;0.5
2022;"November";"Zurich";"https://omroepzwart.nl/";"omroepzwart";5;6;3;9;72646;0.5
2022;"November";"Zutphen";"https://omroepzwart.nl/";"omroepzwart";7;8;4;21;2074002;0.5
2022;"November";"Zuurdijk";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"November";"Zwaag";"https://omroepzwart.nl/";"omroepzwart";5;5;1;9;77790;0.2
2022;"November";"Zwartemeer";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"November";"Zwijndrecht";"https://omroepzwart.nl/";"omroepzwart";19;20;10;47;3017724;0.5
2022;"November";"Zwolle";"https://omroepzwart.nl/";"omroepzwart";54;58;34;156;4336527;0.586207
2022;"November";"N/A";"https://omroepzwart.nl/";"omroepzwart";8;8;7;9;17952;0.875
2022;"October";"'s-gravendeel";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"October";"'s-gravenzande";"https://omroepzwart.nl/";"omroepzwart";6;6;3;16;288047;0.5
2022;"October";"'s-heer arendskerke";"https://omroepzwart.nl/";"omroepzwart";1;1;0;6;92801;0
2022;"October";"'s-heerenberg";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"'s-heerenbroek";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"'t harde";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"'t zand";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"'t zandt";"https://omroepzwart.nl/";"omroepzwart";2;2;1;6;30258;0.5
2022;"October";"Aachen";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;84597;0
2022;"October";"Aalsmeer";"https://omroepzwart.nl/";"omroepzwart";9;11;5;38;779795;0.454545
2022;"October";"Aalsmeerderbrug";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"October";"Aalst";"https://omroepzwart.nl/";"omroepzwart";2;2;0;6;114541;0
2022;"October";"Aalten";"https://omroepzwart.nl/";"omroepzwart";8;8;6;10;43744;0.75
2022;"October";"Aarau";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Aarberg";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Aarlanderveen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Aarle-rixtel";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Abcoude";"https://omroepzwart.nl/";"omroepzwart";12;17;12;27;1011012;0.705882
2022;"October";"Aboim";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Abrunheira";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Abuja";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Adligenswil";"https://omroepzwart.nl/";"omroepzwart";1;3;3;3;0;1
2022;"October";"Aerdenhout";"https://omroepzwart.nl/";"omroepzwart";3;3;3;3;0;1
2022;"October";"Aesch";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Afferden";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"October";"Ahmetyesevi mah.";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"October";"Akersloot";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Al garhoud";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Al satwa";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Albergen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Alblasserdam";"https://omroepzwart.nl/";"omroepzwart";8;8;5;13;135680;0.625
2022;"October";"Albufeira";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;16402;0
2022;"October";"Albuquerque";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Alcalali";"https://omroepzwart.nl/";"omroepzwart";1;1;0;8;83243;0
2022;"October";"Aldeboarn";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Alfter";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Alkmaar";"https://omroepzwart.nl/";"omroepzwart";52;55;29;129;3244656;0.527273
2022;"October";"Allingawier";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Allmendingen bei bern";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Almaty";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Almelo";"https://omroepzwart.nl/";"omroepzwart";54;57;40;121;4121590;0.701754
2022;"October";"Almendral de la canada";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Almere";"https://omroepzwart.nl/";"omroepzwart";245;284;167;601;20336062;0.588028
2022;"October";"Alphen";"https://omroepzwart.nl/";"omroepzwart";3;3;2;6;59609;0.666667
2022;"October";"Alphen aan den rijn";"https://omroepzwart.nl/";"omroepzwart";48;52;28;144;4331898;0.538462
2022;"October";"Altadena";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Altendorf";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Altforst";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Alvdalen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;4;17422;0.5
2022;"October";"Ambt delden";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;11125;0
2022;"October";"Amerongen";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"October";"Amersfoort";"https://omroepzwart.nl/";"omroepzwart";74;75;49;135;3041758;0.653333
2022;"October";"Amstelveen";"https://omroepzwart.nl/";"omroepzwart";58;72;47;119;4223433;0.652778
2022;"October";"Amsterdam";"https://omroepzwart.nl/";"omroepzwart";1724;1925;1209;3950;114070172;0.628052
2022;"October";"Amsterdam-duivendrecht";"https://omroepzwart.nl/";"omroepzwart";8;9;4;18;178324;0.444444
2022;"October";"Ananiv";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Andel";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;22839;0
2022;"October";"Anderen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Anderlues";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;18049;0
2022;"October";"Andijk";"https://omroepzwart.nl/";"omroepzwart";2;2;1;9;54029;0.5
2022;"October";"Ankeveen";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;5336;0
2022;"October";"Ann arbor";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"October";"Anna paulowna";"https://omroepzwart.nl/";"omroepzwart";7;7;6;8;104988;0.857143
