Year;Month;City;URL event;Level 2 site;Visitors;Visits;Bounces;Page views;Time spent;Bounce rate
2022;"August";"Sliedrecht";"https://omroepzwart.nl/";"omroepzwart";6;6;3;9;83660;0.5
2022;"August";"Smilde";"https://omroepzwart.nl/";"omroepzwart";1;2;1;5;84226;0.5
2022;"August";"Sneek";"https://omroepzwart.nl/";"omroepzwart";7;9;4;25;359489;0.444444
2022;"August";"Soerendonk";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;98270;0.5
2022;"August";"Soest";"https://omroepzwart.nl/";"omroepzwart";28;31;18;74;933328;0.580645
2022;"August";"Soesterberg";"https://omroepzwart.nl/";"omroepzwart";6;7;5;9;24134;0.714286
2022;"August";"Sofia";"https://omroepzwart.nl/";"omroepzwart";1;2;2;2;0;1
2022;"August";"Someren";"https://omroepzwart.nl/";"omroepzwart";5;5;2;7;41099;0.4
2022;"August";"Son";"https://omroepzwart.nl/";"omroepzwart";5;5;3;8;62018;0.6
2022;"August";"Sort";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Southwest harbor";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Spanga";"https://omroepzwart.nl/";"omroepzwart";1;2;0;12;150691;0
2022;"August";"Spier";"https://omroepzwart.nl/";"omroepzwart";1;2;1;3;49417;0.5
2022;"August";"Spierdijk";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Spijkenisse";"https://omroepzwart.nl/";"omroepzwart";18;18;13;25;1294596;0.722222
2022;"August";"Spui";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;326904;0
2022;"August";"St. john's";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Stad aan 't haringvliet";"https://omroepzwart.nl/";"omroepzwart";1;2;2;2;0;1
2022;"August";"Stadskanaal";"https://omroepzwart.nl/";"omroepzwart";6;6;4;8;38170;0.666667
2022;"August";"Staphorst";"https://omroepzwart.nl/";"omroepzwart";2;2;0;8;120070;0
2022;"August";"Starnmeer";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;12711;0
2022;"August";"Stazione di padule";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;33699;0
2022;"August";"Steenbergen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;7352;0.5
2022;"August";"Steenwijk";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Stegeren";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Stellendam";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Steyl";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Stiens";"https://omroepzwart.nl/";"omroepzwart";4;4;1;24;221794;0.25
2022;"August";"Stockholm";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;46173;0
2022;"August";"Stompetoren";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Stra";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;53768;0
2022;"August";"Strijen";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;914797;0
2022;"August";"Stuttgart";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Surquillo";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Susteren";"https://omroepzwart.nl/";"omroepzwart";3;3;1;5;17426;0.333333
2022;"August";"Swalmen";"https://omroepzwart.nl/";"omroepzwart";3;3;2;5;25879;0.666667
2022;"August";"Swifterbant";"https://omroepzwart.nl/";"omroepzwart";4;5;1;15;1105099;0.2
2022;"August";"Tanki leendert";"https://omroepzwart.nl/";"omroepzwart";3;4;2;12;79765;0.5
2022;"August";"Tarrega";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;31814;0.5
2022;"August";"Tbilisi";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;45012;0.5
2022;"August";"Tegalharjo";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;19894;0
2022;"August";"Tejgaon";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Tema";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;69668;0
2022;"August";"Ten post";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Terborg";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Termunten";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Terneuzen";"https://omroepzwart.nl/";"omroepzwart";5;5;2;12;254738;0.4
2022;"August";"Terwispel";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"The hague";"https://omroepzwart.nl/";"omroepzwart";302;390;205;1159;56048771;0.525641
2022;"August";"Tholen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;7;2007010;0.5
2022;"August";"Thon minh hue";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;562020;0
2022;"August";"Tiel";"https://omroepzwart.nl/";"omroepzwart";15;15;5;46;938494;0.333333
2022;"August";"Tienhoven";"https://omroepzwart.nl/";"omroepzwart";2;2;0;6;204398;0
2022;"August";"Tilburg";"https://omroepzwart.nl/";"omroepzwart";56;60;21;163;6360459;0.35
2022;"August";"Tokyo";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Tolbert";"https://omroepzwart.nl/";"omroepzwart";2;2;1;6;65374;0.5
2022;"August";"Toldijk";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;131664;0
2022;"August";"Tolkamer";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;6482;0.5
2022;"August";"Tomsk";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Toronto";"https://omroepzwart.nl/";"omroepzwart";3;3;2;8;70250;0.666667
2022;"August";"Torquay";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;87198;0
2022;"August";"Turnhout";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Tweede exloermond";"https://omroepzwart.nl/";"omroepzwart";1;1;0;7;115301;0
2022;"August";"Twello";"https://omroepzwart.nl/";"omroepzwart";12;12;6;25;803057;0.5
2022;"August";"Twijzelerheide";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Uccle";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;38903;0
2022;"August";"Uden";"https://omroepzwart.nl/";"omroepzwart";7;7;4;22;468117;0.571429
2022;"August";"Udon thani";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Ugchelen";"https://omroepzwart.nl/";"omroepzwart";4;5;4;8;77687;0.8
2022;"August";"Uhliska";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Uitgeest";"https://omroepzwart.nl/";"omroepzwart";5;6;6;6;0;1
2022;"August";"Uithoorn";"https://omroepzwart.nl/";"omroepzwart";12;12;4;36;592821;0.333333
2022;"August";"Uithuizen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Uithuizermeeden";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Ulft";"https://omroepzwart.nl/";"omroepzwart";2;3;0;14;801424;0
2022;"August";"Ulvenhout";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Urk";"https://omroepzwart.nl/";"omroepzwart";4;4;3;6;82350;0.75
2022;"August";"Ursem";"https://omroepzwart.nl/";"omroepzwart";3;3;2;4;8972;0.666667
2022;"August";"Usquert";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Utrecht";"https://omroepzwart.nl/";"omroepzwart";260;284;153;725;22889847;0.538732
2022;"August";"Vaals";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Vaassen";"https://omroepzwart.nl/";"omroepzwart";3;4;1;18;903367;0.25
2022;"August";"Vale de milhacos";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;101500;0
2022;"August";"Valencia";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;20938;0
2022;"August";"Valkenburg";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Valkenswaard";"https://omroepzwart.nl/";"omroepzwart";5;5;3;8;119487;0.6
2022;"August";"Vancouver";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Varsseveld";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;85872;0
2022;"August";"Veen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;16951;0.5
2022;"August";"Veendam";"https://omroepzwart.nl/";"omroepzwart";7;7;5;9;96430;0.714286
2022;"August";"Veenendaal";"https://omroepzwart.nl/";"omroepzwart";15;18;15;28;283939;0.833333
2022;"August";"Veenoord";"https://omroepzwart.nl/";"omroepzwart";1;2;2;2;0;1
2022;"August";"Veghel";"https://omroepzwart.nl/";"omroepzwart";10;10;5;24;2530482;0.5
2022;"August";"Velden";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Veldhoven";"https://omroepzwart.nl/";"omroepzwart";17;19;6;84;1764864;0.315789
2022;"August";"Velp";"https://omroepzwart.nl/";"omroepzwart";4;6;1;18;1617009;0.166667
2022;"August";"Velsen-noord";"https://omroepzwart.nl/";"omroepzwart";4;4;1;6;44024;0.25
2022;"August";"Velsen-zuid";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Velserbroek";"https://omroepzwart.nl/";"omroepzwart";7;8;5;19;464450;0.625
2022;"August";"Ven-zelderheide";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;27846;0
2022;"August";"Venlo";"https://omroepzwart.nl/";"omroepzwart";8;8;5;21;992014;0.625
2022;"August";"Venray";"https://omroepzwart.nl/";"omroepzwart";7;7;3;46;1943154;0.428571
2022;"August";"Vercel-villedieu-le-camp";"https://omroepzwart.nl/";"omroepzwart";1;7;6;8;1461517;0.857143
2022;"August";"Vessem";"https://omroepzwart.nl/";"omroepzwart";7;7;5;10;41100;0.714286
2022;"August";"Vianen";"https://omroepzwart.nl/";"omroepzwart";3;3;2;4;60100;0.666667
2022;"August";"Vienna";"https://omroepzwart.nl/";"omroepzwart";3;3;3;3;0;1
2022;"August";"Vierlingsbeek";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Vierpolders";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;45537;0
2022;"August";"Vijfhuizen";"https://omroepzwart.nl/";"omroepzwart";3;3;2;5;9408;0.666667
2022;"August";"Villajoyosa";"https://omroepzwart.nl/";"omroepzwart";1;2;1;4;12516;0.5
2022;"August";"Villanova d'asti";"https://omroepzwart.nl/";"omroepzwart";2;2;1;6;25077;0.5
2022;"August";"Vilsteren";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Vilvoorde";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Vinkeveen";"https://omroepzwart.nl/";"omroepzwart";4;4;2;6;23514;0.5
2022;"August";"Vlaardingen";"https://omroepzwart.nl/";"omroepzwart";25;32;14;100;1865264;0.4375
2022;"August";"Vlagtwedde";"https://omroepzwart.nl/";"omroepzwart";1;1;0;1;0;0
2022;"August";"Vleuten";"https://omroepzwart.nl/";"omroepzwart";10;11;4;40;595470;0.363636
2022;"August";"Vlijmen";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;14689;0
2022;"August";"Vlissingen";"https://omroepzwart.nl/";"omroepzwart";13;16;9;49;672322;0.5625
2022;"August";"Voerendaal";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;775498;0
2022;"August";"Vogelsdorf";"https://omroepzwart.nl/";"omroepzwart";1;2;1;3;38231;0.5
2022;"August";"Volendam";"https://omroepzwart.nl/";"omroepzwart";2;2;1;4;19336;0.5
2022;"August";"Volkel";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Voorburg";"https://omroepzwart.nl/";"omroepzwart";15;17;12;46;1921884;0.705882
2022;"August";"Voorhout";"https://omroepzwart.nl/";"omroepzwart";4;4;1;15;179101;0.25
2022;"August";"Voorschoten";"https://omroepzwart.nl/";"omroepzwart";6;6;3;13;139171;0.5
2022;"August";"Voorst";"https://omroepzwart.nl/";"omroepzwart";2;3;2;5;38449;0.666667
2022;"August";"Voorthuizen";"https://omroepzwart.nl/";"omroepzwart";3;3;2;7;172294;0.666667
2022;"August";"Vorden";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;23391;0.5
2022;"August";"Vriezenveen";"https://omroepzwart.nl/";"omroepzwart";6;7;2;12;112627;0.285714
2022;"August";"Vrouwenparochie";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Vrouwenpolder";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;30788;0
2022;"August";"Vucht";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;139084;0
2022;"August";"Vught";"https://omroepzwart.nl/";"omroepzwart";11;11;4;28;391179;0.363636
2022;"August";"Waalre";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;5336;0.5
2022;"August";"Waalwijk";"https://omroepzwart.nl/";"omroepzwart";4;7;7;7;0;1
2022;"August";"Waarder";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Waarloos";"https://omroepzwart.nl/";"omroepzwart";2;2;1;4;62978;0.5
2022;"August";"Waddinxveen";"https://omroepzwart.nl/";"omroepzwart";10;10;5;33;405706;0.5
2022;"August";"Wagenberg";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Wageningen";"https://omroepzwart.nl/";"omroepzwart";8;10;7;16;72038;0.7
2022;"August";"Wamel";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;409230;0
2022;"August";"Wanneperveen";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Wapenveld";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;12923;0
2022;"August";"Warburg";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;46880;0.5
2022;"August";"Waregem";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;29237;0
2022;"August";"Warmond";"https://omroepzwart.nl/";"omroepzwart";2;2;0;8;192592;0
2022;"August";"Warnsveld";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Wassenaar";"https://omroepzwart.nl/";"omroepzwart";9;11;8;20;257625;0.727273
2022;"August";"Wateringen";"https://omroepzwart.nl/";"omroepzwart";3;6;1;14;2472617;0.166667
2022;"August";"Weert";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Weesp";"https://omroepzwart.nl/";"omroepzwart";4;4;3;10;164046;0.75
2022;"August";"Wehl";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Weisswasser";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;949262;0.5
2022;"August";"Welgelegen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Wellington";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Wepion";"https://omroepzwart.nl/";"omroepzwart";1;1;0;5;57519;0
2022;"August";"West-graftdijk";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Westbroek";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Westdorpe";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Westergeest";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Westerhaar-vriezenveensewijk";"https://omroepzwart.nl/";"omroepzwart";3;3;2;12;1391053;0.666667
2022;"August";"Westerlee";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;126124;0
2022;"August";"Westervoort";"https://omroepzwart.nl/";"omroepzwart";6;7;7;7;0;1
2022;"August";"Westzaan";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;64905;0.5
2022;"August";"Weurt";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Wierden";"https://omroepzwart.nl/";"omroepzwart";4;4;3;5;11330;0.75
2022;"August";"Wieringerwerf";"https://omroepzwart.nl/";"omroepzwart";1;1;0;10;906412;0
2022;"August";"Wijchen";"https://omroepzwart.nl/";"omroepzwart";19;20;12;31;373683;0.6
2022;"August";"Wijhe";"https://omroepzwart.nl/";"omroepzwart";1;3;3;3;0;1
2022;"August";"Wijk aan zee";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;8163;0.5
2022;"August";"Wijk bij duurstede";"https://omroepzwart.nl/";"omroepzwart";9;9;3;37;1135228;0.333333
2022;"August";"Wijnbergen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Wijns";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;103048;0
2022;"August";"Wijster";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;20153;0
2022;"August";"Wilkes barre";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;194081;0
2022;"August";"Willebroek";"https://omroepzwart.nl/";"omroepzwart";3;7;2;47;3628480;0.285714
2022;"August";"Willemstad";"https://omroepzwart.nl/";"omroepzwart";22;25;10;73;3626334;0.4
2022;"August";"Wilnis";"https://omroepzwart.nl/";"omroepzwart";4;4;1;8;71332;0.25
2022;"August";"Winkel";"https://omroepzwart.nl/";"omroepzwart";3;3;1;14;199491;0.333333
2022;"August";"Winneweer";"https://omroepzwart.nl/";"omroepzwart";1;1;0;4;79566;0
2022;"August";"Winschoten";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;26823;0.5
2022;"August";"Winsum";"https://omroepzwart.nl/";"omroepzwart";4;4;0;19;436999;0
2022;"August";"Winterswijk";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Winterswijk brinkheurne";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Woerden";"https://omroepzwart.nl/";"omroepzwart";14;15;6;35;384556;0.4
2022;"August";"Wognum";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Woluwe-saint-pierre";"https://omroepzwart.nl/";"omroepzwart";3;4;3;8;65031;0.75
2022;"August";"Wolvega";"https://omroepzwart.nl/";"omroepzwart";2;2;1;8;104411;0.5
2022;"August";"Workum";"https://omroepzwart.nl/";"omroepzwart";3;3;1;12;47887;0.333333
2022;"August";"Wormer";"https://omroepzwart.nl/";"omroepzwart";3;3;1;16;217665;0.333333
2022;"August";"Wormerveer";"https://omroepzwart.nl/";"omroepzwart";3;3;3;3;0;1
2022;"August";"Woudenberg";"https://omroepzwart.nl/";"omroepzwart";4;4;4;4;0;1
2022;"August";"Woudsend";"https://omroepzwart.nl/";"omroepzwart";2;2;1;4;40045;0.5
2022;"August";"Wouw";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;226463;0
2022;"August";"Wouwse plantage";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;3158;0.5
2022;"August";"Wuppertal";"https://omroepzwart.nl/";"omroepzwart";1;1;0;18;366007;0
2022;"August";"Yerseke";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Yorktown";"https://omroepzwart.nl/";"omroepzwart";3;8;6;10;11279;0.75
2022;"August";"Zaandam";"https://omroepzwart.nl/";"omroepzwart";46;50;24;123;5126078;0.48
2022;"August";"Zaandijk";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Zahorovice";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Zandvoort";"https://omroepzwart.nl/";"omroepzwart";5;6;4;9;1287264;0.666667
2022;"August";"Zaporizhzhya";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;10143;0
2022;"August";"Zeeland";"https://omroepzwart.nl/";"omroepzwart";2;3;3;3;0;1
2022;"August";"Zeewolde";"https://omroepzwart.nl/";"omroepzwart";13;14;9;27;436054;0.642857
2022;"August";"Zeist";"https://omroepzwart.nl/";"omroepzwart";15;15;8;36;631348;0.533333
2022;"August";"Zelhem";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;455614;0.5
2022;"August";"Zetten";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Zevenaar";"https://omroepzwart.nl/";"omroepzwart";5;5;4;7;29946;0.8
2022;"August";"Zevenhuizen";"https://omroepzwart.nl/";"omroepzwart";4;8;5;13;141009;0.625
2022;"August";"Zhengzhou";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Zoetermeer";"https://omroepzwart.nl/";"omroepzwart";41;45;26;111;3121669;0.577778
2022;"August";"Zoeterwoude";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Zonnemaire";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Zoutelande";"https://omroepzwart.nl/";"omroepzwart";1;1;0;1;0;0
2022;"August";"Zuid-scharwoude";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Zuidbroek";"https://omroepzwart.nl/";"omroepzwart";2;3;3;3;0;1
2022;"August";"Zuidhorn";"https://omroepzwart.nl/";"omroepzwart";3;3;1;9;135765;0.333333
2022;"August";"Zuidlaren";"https://omroepzwart.nl/";"omroepzwart";2;3;1;9;59081;0.333333
2022;"August";"Zundert";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"August";"Zutphen";"https://omroepzwart.nl/";"omroepzwart";9;10;5;22;253057;0.5
2022;"August";"Zwaag";"https://omroepzwart.nl/";"omroepzwart";5;5;2;19;1242222;0.4
2022;"August";"Zwaagdijk";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Zwanenburg";"https://omroepzwart.nl/";"omroepzwart";5;6;2;18;300525;0.333333
2022;"August";"Zwartsluis";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"August";"Zweeloo";"https://omroepzwart.nl/";"omroepzwart";2;3;1;8;48102;0.333333
2022;"August";"Zwijndrecht";"https://omroepzwart.nl/";"omroepzwart";6;6;2;15;227471;0.333333
2022;"August";"Zwolle";"https://omroepzwart.nl/";"omroepzwart";54;60;30;146;3076999;0.5
2022;"August";"N/A";"https://omroepzwart.nl/";"omroepzwart";21;20;10;40;523767;0.5
2022;"December";"'s-gravendeel";"https://omroepzwart.nl/";"omroepzwart";5;5;3;11;96104;0.6
2022;"December";"'s-gravenzande";"https://omroepzwart.nl/";"omroepzwart";5;5;3;26;3253529;0.6
2022;"December";"'t loo oldebroek";"https://omroepzwart.nl/";"omroepzwart";2;2;1;5;105580;0.5
2022;"December";"Aachen";"https://omroepzwart.nl/";"omroepzwart";2;2;1;8;669022;0.5
2022;"December";"Aalsmeer";"https://omroepzwart.nl/";"omroepzwart";13;14;10;25;893625;0.714286
2022;"December";"Aalst";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;105314;0
2022;"December";"Aalten";"https://omroepzwart.nl/";"omroepzwart";4;4;1;14;2036780;0.25
2022;"December";"Aartrijke";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Abbas mah.";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Abbenbroek";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Abc highway";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Abcoude";"https://omroepzwart.nl/";"omroepzwart";3;3;3;3;0;1
2022;"December";"Accra";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Achel";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Ado ekiti";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;21240;0
2022;"December";"Aduard";"https://omroepzwart.nl/";"omroepzwart";2;3;1;5;34272;0.333333
2022;"December";"Afferden";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Akersloot";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"December";"Akkrum";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Al dhakira";"https://omroepzwart.nl/";"omroepzwart";2;3;2;14;256621;0.666667
2022;"December";"Al fatih";"https://omroepzwart.nl/";"omroepzwart";2;2;2;2;0;1
2022;"December";"Albacete";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Albavilla";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;45329;0.5
2022;"December";"Albergen";"https://omroepzwart.nl/";"omroepzwart";1;1;0;3;60780;0
2022;"December";"Alblasserdam";"https://omroepzwart.nl/";"omroepzwart";4;4;4;4;0;1
2022;"December";"Albuquerque";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Alcasser";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Alkmaar";"https://omroepzwart.nl/";"omroepzwart";19;21;12;44;646401;0.571429
2022;"December";"Almelo";"https://omroepzwart.nl/";"omroepzwart";17;18;8;43;2614636;0.444444
2022;"December";"Almere";"https://omroepzwart.nl/";"omroepzwart";88;100;57;216;6900713;0.57
2022;"December";"Almere-hout";"https://omroepzwart.nl/";"omroepzwart";2;2;0;9;135713;0
2022;"December";"Alphen";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;121524;0
2022;"December";"Alphen aan den rijn";"https://omroepzwart.nl/";"omroepzwart";21;26;16;44;444483;0.615385
2022;"December";"Ameide";"https://omroepzwart.nl/";"omroepzwart";2;2;0;5;17112;0
2022;"December";"Ameland";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Amerongen";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Amersfoort";"https://omroepzwart.nl/";"omroepzwart";62;68;44;142;6548705;0.647059
2022;"December";"Amstelveen";"https://omroepzwart.nl/";"omroepzwart";26;31;11;101;7638071;0.354839
2022;"December";"Amsterdam";"https://omroepzwart.nl/";"omroepzwart";752;911;524;2202;75114396;0.575192
2022;"December";"Amsterdam-duivendrecht";"https://omroepzwart.nl/";"omroepzwart";3;3;3;3;0;1
2022;"December";"Andalgi";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Andijk";"https://omroepzwart.nl/";"omroepzwart";1;1;0;2;63830;0
2022;"December";"Angeren";"https://omroepzwart.nl/";"omroepzwart";3;3;1;5;1021371;0.333333
2022;"December";"Antwerp";"https://omroepzwart.nl/";"omroepzwart";6;6;3;20;1203585;0.5
2022;"December";"Anvers";"https://omroepzwart.nl/";"omroepzwart";11;12;10;16;113188;0.833333
2022;"December";"Apeldoorn";"https://omroepzwart.nl/";"omroepzwart";35;36;23;78;3231459;0.638889
2022;"December";"Appelscha";"https://omroepzwart.nl/";"omroepzwart";2;2;1;3;59779;0.5
2022;"December";"Appingedam";"https://omroepzwart.nl/";"omroepzwart";3;3;2;9;907949;0.666667
2022;"December";"Arendonk";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Arnemuiden";"https://omroepzwart.nl/";"omroepzwart";1;1;1;1;0;1
2022;"December";"Arnhem";"https://omroepzwart.nl/";"omroepzwart";69;75;43;151;2846725;0.573333
